pocket_inchi,pocket_filename,protein_filename,representative,representative_name,protein_name,domain,organism,protein_code,chain_code,ligand_code,ligand_occupancy,int.protein_code,int.chain_code,int.protein_name,int.domain,int.organism
5rly1A_003_______________,Pocket_003_5rly1_1_A.pdb,5rly1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLY,A, , , , , , , 
5rly1A_002_______________,Pocket_002_5rly1_1_A.pdb,5rly1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLY,A, , , , , , , 
5rly1A_001_______________,Pocket_001_5rly1_1_A.pdb,5rly1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLY,A,K34,1, , , , , 
5rlw1A_005_______________,Pocket_005_5rlw1_1_A.pdb,5rlw1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLW,A,S9S,0.929, , , , , 
5rlw1A_004_______________,Pocket_004_5rlw1_1_A.pdb,5rlw1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLW,A, , , , , , , 
5rlw1A_003_______________,Pocket_003_5rlw1_1_A.pdb,5rlw1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLW,A, , , , , , , 
5rlw1A_002_______________,Pocket_002_5rlw1_1_A.pdb,5rlw1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLW,A, , , , , , , 
5rlw1A_001_______________,Pocket_001_5rlw1_1_A.pdb,5rlw1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLW,A, , , , , , , 
5rlv1A_008_______________,Pocket_008_5rlv1_1_A.pdb,5rlv1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLV,A, , , , , , , 
5rlv1A_007_______________,Pocket_007_5rlv1_1_A.pdb,5rlv1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLV,A, , , , , , , 
5rlv1A_006_______________,Pocket_006_5rlv1_1_A.pdb,5rlv1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLV,A, , , , , , , 
5rlv1A_005_______________,Pocket_005_5rlv1_1_A.pdb,5rlv1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLV,A, , , , , , , 
5rlv1A_004_______________,Pocket_004_5rlv1_1_A.pdb,5rlv1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLV,A, , , , , , , 
5rlv1A_003_______________,Pocket_003_5rlv1_1_A.pdb,5rlv1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLV,A, , , , , , , 
5rlv1A_002_______________,Pocket_002_5rlv1_1_A.pdb,5rlv1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLV,A, , , , , , , 
5rlv1A_001_______________,Pocket_001_5rlv1_1_A.pdb,5rlv1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLV,A,VWJ,0.769, , , , , 
5rlu1A_002_______________,Pocket_002_5rlu1_1_A.pdb,5rlu1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLU,A, , , , , , , 
5rlu1A_001_______________,Pocket_001_5rlu1_1_A.pdb,5rlu1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLU,A, , , , , , , 
5rlt1A_005_______________,Pocket_005_5rlt1_1_A.pdb,5rlt1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLT,A, , , , , , , 
5rlt1A_004_______________,Pocket_004_5rlt1_1_A.pdb,5rlt1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLT,A, , , , , , , 
5rlt1A_003_______________,Pocket_003_5rlt1_1_A.pdb,5rlt1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLT,A, , , , , , , 
5rlt1A_002_______________,Pocket_002_5rlt1_1_A.pdb,5rlt1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLT,A, , , , , , , 
5rlt1A_001_______________,Pocket_001_5rlt1_1_A.pdb,5rlt1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLT,A, , , , , , , 
5rls1A_006_______________,Pocket_006_5rls1_1_A.pdb,5rls1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLS,A, , , , , , , 
5rls1A_005_______________,Pocket_005_5rls1_1_A.pdb,5rls1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLS,A, , , , , , , 
5rls1A_004_______________,Pocket_004_5rls1_1_A.pdb,5rls1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLS,A, , , , , , , 
5rls1A_003_______________,Pocket_003_5rls1_1_A.pdb,5rls1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLS,A, , , , , , , 
5rls1A_002_______________,Pocket_002_5rls1_1_A.pdb,5rls1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLS,A, , , , , , , 
5rls1A_001_______________,Pocket_001_5rls1_1_A.pdb,5rls1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLS,A,VWG,1, , , , , 
5rlr1A_009_______________,Pocket_009_5rlr1_1_A.pdb,5rlr1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLR,A, , , , , , , 
5rlr1A_008_______________,Pocket_008_5rlr1_1_A.pdb,5rlr1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLR,A, , , , , , , 
5rlr1A_007_______________,Pocket_007_5rlr1_1_A.pdb,5rlr1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLR,A, , , , , , , 
5rlr1A_006_______________,Pocket_006_5rlr1_1_A.pdb,5rlr1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLR,A, , , , , , , 
5rlr1A_005_______________,Pocket_005_5rlr1_1_A.pdb,5rlr1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLR,A, , , , , , , 
5rlr1A_004_______________,Pocket_004_5rlr1_1_A.pdb,5rlr1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLR,A, , , , , , , 
5rlr1A_003_______________,Pocket_003_5rlr1_1_A.pdb,5rlr1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLR,A, , , , , , , 
5rlr1A_002_______________,Pocket_002_5rlr1_1_A.pdb,5rlr1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLR,A, , , , , , , 
5rlr1A_001_______________,Pocket_001_5rlr1_1_A.pdb,5rlr1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLR,A, , , , , , , 
5rlq1A_003_______________,Pocket_003_5rlq1_1_A.pdb,5rlq1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLQ,A, , , , , , , 
5rlq1A_002_______________,Pocket_002_5rlq1_1_A.pdb,5rlq1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLQ,A, , , , , , , 
5rlq1A_001_______________,Pocket_001_5rlq1_1_A.pdb,5rlq1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLQ,A, , , , , , , 
5rlo1A_005_______________,Pocket_005_5rlo1_1_A.pdb,5rlo1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLO,A, , , , , , , 
5rlo1A_004_______________,Pocket_004_5rlo1_1_A.pdb,5rlo1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLO,A, , , , , , , 
5rlo1A_003_______________,Pocket_003_5rlo1_1_A.pdb,5rlo1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLO,A, , , , , , , 
5rlo1A_002_______________,Pocket_002_5rlo1_1_A.pdb,5rlo1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLO,A, , , , , , , 
5rlo1A_001_______________,Pocket_001_5rlo1_1_A.pdb,5rlo1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLO,A, , , , , , , 
5rln1A_007_______________,Pocket_007_5rln1_1_A.pdb,5rln1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLN,A, , , , , , , 
5rln1A_006_______________,Pocket_006_5rln1_1_A.pdb,5rln1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLN,A, , , , , , , 
5rln1A_005_______________,Pocket_005_5rln1_1_A.pdb,5rln1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLN,A, , , , , , , 
5rln1A_004_______________,Pocket_004_5rln1_1_A.pdb,5rln1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLN,A, , , , , , , 
5rln1A_003_______________,Pocket_003_5rln1_1_A.pdb,5rln1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLN,A, , , , , , , 
5rln1A_002_______________,Pocket_002_5rln1_1_A.pdb,5rln1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLN,A,NZG,1, , , , , 
5rln1A_001_______________,Pocket_001_5rln1_1_A.pdb,5rln1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLN,A, , , , , , , 
5rlm1A_008_______________,Pocket_008_5rlm1_1_A.pdb,5rlm1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLM,A, , , , , , , 
5rlm1A_007_______________,Pocket_007_5rlm1_1_A.pdb,5rlm1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLM,A, , , , , , , 
5rlm1A_006_______________,Pocket_006_5rlm1_1_A.pdb,5rlm1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLM,A, , , , , , , 
5rlm1A_005_______________,Pocket_005_5rlm1_1_A.pdb,5rlm1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLM,A, , , , , , , 
5rlm1A_004_______________,Pocket_004_5rlm1_1_A.pdb,5rlm1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLM,A, , , , , , , 
5rlm1A_003_______________,Pocket_003_5rlm1_1_A.pdb,5rlm1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLM,A, , , , , , , 
5rlm1A_002_______________,Pocket_002_5rlm1_1_A.pdb,5rlm1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLM,A, , , , , , , 
5rlm1A_001_______________,Pocket_001_5rlm1_1_A.pdb,5rlm1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLM,A, , , , , , , 
5rll1A_006_______________,Pocket_006_5rll1_1_A.pdb,5rll1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLL,A, , , , , , , 
5rll1A_005_______________,Pocket_005_5rll1_1_A.pdb,5rll1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLL,A, , , , , , , 
5rll1A_004_______________,Pocket_004_5rll1_1_A.pdb,5rll1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLL,A, , , , , , , 
5rll1A_003_______________,Pocket_003_5rll1_1_A.pdb,5rll1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLL,A, , , , , , , 
5rll1A_002_______________,Pocket_002_5rll1_1_A.pdb,5rll1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLL,A, , , , , , , 
5rll1A_001_______________,Pocket_001_5rll1_1_A.pdb,5rll1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLL,A, , , , , , , 
5rlk1A_009_______________,Pocket_009_5rlk1_1_A.pdb,5rlk1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLK,A, , , , , , , 
5rlk1A_008_______________,Pocket_008_5rlk1_1_A.pdb,5rlk1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLK,A, , , , , , , 
5rlk1A_007_______________,Pocket_007_5rlk1_1_A.pdb,5rlk1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLK,A, , , , , , , 
5rlk1A_006_______________,Pocket_006_5rlk1_1_A.pdb,5rlk1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLK,A, , , , , , , 
5rlk1A_005_______________,Pocket_005_5rlk1_1_A.pdb,5rlk1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLK,A, , , , , , , 
5rlk1A_004_______________,Pocket_004_5rlk1_1_A.pdb,5rlk1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLK,A, , , , , , , 
5rlk1A_003_______________,Pocket_003_5rlk1_1_A.pdb,5rlk1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLK,A, , , , , , , 
5rlk1A_002_______________,Pocket_002_5rlk1_1_A.pdb,5rlk1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLK,A, , , , , , , 
5rlk1A_001_______________,Pocket_001_5rlk1_1_A.pdb,5rlk1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLK,A, , , , , , , 
5rlj1A_005_______________,Pocket_005_5rlj1_1_A.pdb,5rlj1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLJ,A, , , , , , , 
5rlj1A_004_______________,Pocket_004_5rlj1_1_A.pdb,5rlj1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLJ,A, , , , , , , 
5rlj1A_003_______________,Pocket_003_5rlj1_1_A.pdb,5rlj1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLJ,A, , , , , , , 
5rlj1A_002_______________,Pocket_002_5rlj1_1_A.pdb,5rlj1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLJ,A, , , , , , , 
5rlj1A_001_______________,Pocket_001_5rlj1_1_A.pdb,5rlj1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLJ,A, , , , , , , 
5rli1A_006_______________,Pocket_006_5rli1_1_A.pdb,5rli1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLI,A,JFM,1, , , , , 
5rli1A_005_______________,Pocket_005_5rli1_1_A.pdb,5rli1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLI,A, , , , , , , 
5rli1A_004_______________,Pocket_004_5rli1_1_A.pdb,5rli1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLI,A, , , , , , , 
5rli1A_003_______________,Pocket_003_5rli1_1_A.pdb,5rli1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLI,A, , , , , , , 
5rli1A_002_______________,Pocket_002_5rli1_1_A.pdb,5rli1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLI,A, , , , , , , 
5rli1A_001_______________,Pocket_001_5rli1_1_A.pdb,5rli1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLI,A, , , , , , , 
5rlh1A_010_______________,Pocket_010_5rlh1_1_A.pdb,5rlh1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLH,A, , , , , , , 
5rlh1A_009_______________,Pocket_009_5rlh1_1_A.pdb,5rlh1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLH,A, , , , , , , 
5rlh1A_008_______________,Pocket_008_5rlh1_1_A.pdb,5rlh1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLH,A, , , , , , , 
5rlh1A_007_______________,Pocket_007_5rlh1_1_A.pdb,5rlh1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLH,A, , , , , , , 
5rlh1A_006_______________,Pocket_006_5rlh1_1_A.pdb,5rlh1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLH,A, , , , , , , 
5rlh1A_005_______________,Pocket_005_5rlh1_1_A.pdb,5rlh1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLH,A, , , , , , , 
5rlh1A_004_______________,Pocket_004_5rlh1_1_A.pdb,5rlh1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLH,A, , , , , , , 
5rlh1A_003_______________,Pocket_003_5rlh1_1_A.pdb,5rlh1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLH,A, , , , , , , 
5rlh1A_002_______________,Pocket_002_5rlh1_1_A.pdb,5rlh1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLH,A, , , , , , , 
5rlh1A_001_______________,Pocket_001_5rlh1_1_A.pdb,5rlh1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLH,A, , , , , , , 
5rlg1B_007_______________,Pocket_007_5rlg1_1_B.pdb,5rlg1_1_B.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLG,B, , , , , , , 
5rlg1B_006_______________,Pocket_006_5rlg1_1_B.pdb,5rlg1_1_B.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLG,B, , , , , , , 
5rlg1B_005_______________,Pocket_005_5rlg1_1_B.pdb,5rlg1_1_B.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLG,B, , , , , , , 
5rlg1B_004_______________,Pocket_004_5rlg1_1_B.pdb,5rlg1_1_B.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLG,B, , , , , , , 
5rlg1B_003_______________,Pocket_003_5rlg1_1_B.pdb,5rlg1_1_B.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLG,B, , , , , , , 
5rlg1B_002_______________,Pocket_002_5rlg1_1_B.pdb,5rlg1_1_B.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLG,B, , , , , , , 
5rlg1B_001_______________,Pocket_001_5rlg1_1_B.pdb,5rlg1_1_B.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLG,B, , , , , , , 
5rlf1A_006_______________,Pocket_006_5rlf1_1_A.pdb,5rlf1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLF,A, , , , , , , 
5rlf1A_005_______________,Pocket_005_5rlf1_1_A.pdb,5rlf1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLF,A, , , , , , , 
5rlf1A_004_______________,Pocket_004_5rlf1_1_A.pdb,5rlf1_1_A.pdb, , ,Nsp-13 (Helicase),"cd21401,cd21689,cd21409,cd21722,cd17934,cd18808",Severe acute respiratory syndrome coronavirus 2,5RLF,A, , , , , , , 
