pocket.1,pocket.2,similarity_value
6_SARS-Nsp-3 (Papain like),5_SARS2-Nsp-13 (Helicase),0.81655
5_SARS-Nsp-16,5_SARS2-Nsp-13 (Helicase),0.810123
4_SARS2-Nsp-13 (Helicase),5_SARS2-Nsp-13 (Helicase),0.807534
4_SARS-Nsp-5 (Mpro),5_SARS2-Nsp-13 (Helicase),0.806448
4_SARS-Nsp-3 (Papain like),5_SARS2-Nsp-13 (Helicase),0.802481
4_SARS-Nsp-16,5_SARS2-Nsp-13 (Helicase),0.839465
3_SARS-Spike S1 RBD,5_SARS2-Nsp-13 (Helicase),0.83138
3_SARS-Nsp-3 (Papain like),5_SARS2-Nsp-13 (Helicase),0.817904
3_MERS-Nsp-3 (Papain like),5_SARS2-Nsp-13 (Helicase),0.817658
2_SARS2-Nsp-13 (Helicase),5_SARS2-Nsp-13 (Helicase),0.826688
2_SARS-Spike S1 RBD,5_SARS2-Nsp-13 (Helicase),0.838929
2_SARS-Nsp-3 (Papain like),5_SARS2-Nsp-13 (Helicase),0.827283
2_SARS-Nsp-16,5_SARS2-Nsp-13 (Helicase),0.836244
2_MERS-Nsp-3 (Papain like),5_SARS2-Nsp-13 (Helicase),0.808677
1_SARS-Spike S1 RBD,5_SARS2-Nsp-13 (Helicase),0.821846
1_SARS-Nucleocapsid,5_SARS2-Nsp-13 (Helicase),0.81069
1_SARS-Nsp-8,5_SARS2-Nsp-13 (Helicase),0.824293
1_SARS-Nsp-5 (Mpro),5_SARS2-Nsp-13 (Helicase),0.825371
1_SARS-Nsp-10,5_SARS2-Nsp-13 (Helicase),0.812307
1_MERS-Spike S2 HR,5_SARS2-Nsp-13 (Helicase),0.83511
1_MERS-Nucleocapsid,5_SARS2-Nsp-13 (Helicase),0.815129
9_SARS2-Spike TRIMER open,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.829527
9_SARS-Nsp-5 (Mpro),5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.817113
9_SARS-Nsp-3 (Papain like),5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.809446
8_SARS2-Spike TRIMER open,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.808889
8_SARS2-Spike TRIMER closed,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.809417
7_SARS2-Nsp-13 (Helicase),5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.808427
7_SARS-Spike S1 RBD,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.828304
7_SARS-Nsp-5 (Mpro),5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.802921
6_SARS2-Spike S1 RBD,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.814173
6_SARS2-Nsp-16,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.808944
6_SARS2-Nsp-13 (Helicase),5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.824555
6_SARS2-Nsp-12,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.804312
6_SARS-Spike S1 RBD,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.806641
5_SARS2-Spike S1 RBD,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.804712
5_SARS2-Nsp-5 (Mpro),5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.80573
5_SARS2-Nsp-2,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.803347
5_SARS2-Nsp-16,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.816302
5_SARS2-Nsp-13 (Helicase),5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.821454
5_SARS-Nsp-16,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.806685
4_SARS2-Nsp-9,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.816995
4_SARS2-Nsp-13 (Helicase),5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.814455
4_SARS-Spike NTD,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.806983
3_SARS2-Spike S1 RBD,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.804187
3_SARS2-Nsp-2,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.807201
3_SARS2-Nsp-16,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.804579
3_SARS2-Nsp-14 (Proofreading exoribonuclease),5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.820574
3_SARS-Spike S1 RBD,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.802337
3_SARS-Nsp-3 (Papain like),5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.801834
3_MERS-Spike NTD,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.810429
25_SARS2-Spike TRIMER closed,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.822318
22_SARS2-Spike TRIMER closed,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.824873
21_SARS2-Spike TRIMER closed,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.810713
2_SARS2-Spike NTD,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.814372
2_SARS2-ORF8,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.804801
2_SARS2-ORF3a,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.812566
2_SARS2-Nsp-3,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.818844
2_SARS2-Nsp-2,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.814503
2_SARS2-Nsp-16,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.81222
2_SARS2-Nsp-15 (Uridylate-specific endoribonuclease),5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.805516
2_SARS2-Nsp-14 (Proofreading exoribonuclease),5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.825044
2_SARS2-Nsp-13 (Helicase),5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.806795
2_SARS2-Nsp-12,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.806553
2_SARS2-Nsp-10,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.81895
2_SARS-Spike S1 RBD,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.800335
2_SARS-Spike NTD,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.80999
2_SARS-Nsp-3 (Papain like),5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.809732
2_SARS-Nsp-3,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.803582
2_MERS-Spike NTD,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.804044
2_MERS-Nsp-3 (Papain like),5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.809401
19_SARS2-Spike TRIMER closed,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.807233
18_SARS2-Spike TRIMER open,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.817712
18_SARS2-Spike TRIMER closed,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.81207
17_SARS2-Spike TRIMER open,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.810519
17_SARS2-Spike TRIMER closed,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.828019
16_SARS2-Spike TRIMER open,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.823466
15_SARS2-Spike TRIMER open,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.810852
15_SARS2-Spike TRIMER closed,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.806068
14_SARS2-Spike TRIMER closed,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.802297
14_SARS2-Nsp-12,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.821753
13_SARS2-Nsp-16,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.801758
12_SARS-Nsp-5 (Mpro),5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.80433
11_SARS2-Spike TRIMER open,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.80848
10_SARS2-Nsp-16,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.802238
1_SARS2-Spike TRIMER open,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.80944
1_SARS2-Spike S1 RBD,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.813627
1_SARS2-ORF8,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.824348
1_SARS2-Nsp-8,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.810527
1_SARS2-Nsp-14 (Proofreading exoribonuclease),5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.805628
1_SARS2-Nsp-1,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.805866
1_SARS-Spike S1 RBD,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.817284
1_SARS-Nucleocapsid,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.809826
1_SARS-Nsp-10,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.817968
1_MERS-Spike S2 HR,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.82077
1_MERS-Spike RBD,5_SARS2-Nsp-14 (Proofreading exoribonuclease),0.808663
9_SARS2-Spike TRIMER open,5_SARS2-Nsp-16,0.84445
9_SARS-Nsp-5 (Mpro),5_SARS2-Nsp-16,0.846491
9_SARS-Nsp-3 (Papain like),5_SARS2-Nsp-16,0.836013
8_SARS2-Spike TRIMER open,5_SARS2-Nsp-16,0.835495
8_SARS2-Spike TRIMER closed,5_SARS2-Nsp-16,0.826118
7_SARS2-Nsp-13 (Helicase),5_SARS2-Nsp-16,0.8571
7_SARS-Nsp-5 (Mpro),5_SARS2-Nsp-16,0.823043
7_SARS-Nsp-3 (Papain like),5_SARS2-Nsp-16,0.821901
7_SARS-Nsp-3,5_SARS2-Nsp-16,0.849124
6_SARS2-Nsp-13 (Helicase),5_SARS2-Nsp-16,0.843114
6_SARS-Nsp-5 (Mpro),5_SARS2-Nsp-16,0.831919
6_SARS-Nsp-3 (Papain like),5_SARS2-Nsp-16,0.817519
5_SARS2-Nsp-13 (Helicase),5_SARS2-Nsp-16,0.834289
5_SARS-Nsp-16,5_SARS2-Nsp-16,0.834098
4_SARS2-Spike TRIMER open,5_SARS2-Nsp-16,0.815233
4_SARS2-Nsp-16,5_SARS2-Nsp-16,0.830426
4_SARS2-Nsp-13 (Helicase),5_SARS2-Nsp-16,0.806622
4_SARS-Spike NTD,5_SARS2-Nsp-16,0.826819
4_SARS-Nsp-5 (Mpro),5_SARS2-Nsp-16,0.813798
4_SARS-Nsp-3 (Papain like),5_SARS2-Nsp-16,0.827995
4_SARS-Nsp-16,5_SARS2-Nsp-16,0.829431
4_MERS-Spike NTD,5_SARS2-Nsp-16,0.83347
3_SARS2-Nsp-16,5_SARS2-Nsp-16,0.831664
3_SARS-Spike S1 RBD,5_SARS2-Nsp-16,0.850687
3_SARS-Spike NTD,5_SARS2-Nsp-16,0.838122
3_SARS-Nsp-3 (Papain like),5_SARS2-Nsp-16,0.853443
3_MERS-Spike NTD,5_SARS2-Nsp-16,0.81694
3_MERS-Nsp-3 (Papain like),5_SARS2-Nsp-16,0.827392
25_SARS2-Spike TRIMER closed,5_SARS2-Nsp-16,0.840596
24_SARS2-Spike TRIMER closed,5_SARS2-Nsp-16,0.843551
22_SARS2-Spike TRIMER closed,5_SARS2-Nsp-16,0.840679
21_SARS2-Spike TRIMER closed,5_SARS2-Nsp-16,0.808127
20_SARS2-Spike TRIMER closed,5_SARS2-Nsp-16,0.812395
2_SARS2-Spike TRIMER open,5_SARS2-Nsp-16,0.815981
2_SARS2-Nsp-16,5_SARS2-Nsp-16,0.83798
2_SARS2-Nsp-13 (Helicase),5_SARS2-Nsp-16,0.821227
2_SARS2-Nsp-10,5_SARS2-Nsp-16,0.843401
2_SARS-Spike S1 RBD,5_SARS2-Nsp-16,0.831273
2_SARS-Spike NTD,5_SARS2-Nsp-16,0.837245
2_SARS-Nsp-3 (Papain like),5_SARS2-Nsp-16,0.836276
2_SARS-Nsp-3,5_SARS2-Nsp-16,0.811771
2_SARS-Nsp-16,5_SARS2-Nsp-16,0.840226
2_MERS-Spike NTD,5_SARS2-Nsp-16,0.804594
2_MERS-Nucleocapsid,5_SARS2-Nsp-16,0.810867
2_MERS-Nsp-3 (Papain like),5_SARS2-Nsp-16,0.813336
19_SARS2-Spike TRIMER closed,5_SARS2-Nsp-16,0.836727
18_SARS2-Spike TRIMER open,5_SARS2-Nsp-16,0.831159
18_SARS2-Spike TRIMER closed,5_SARS2-Nsp-16,0.824668
17_SARS2-Spike TRIMER open,5_SARS2-Nsp-16,0.838358
17_SARS2-Spike TRIMER closed,5_SARS2-Nsp-16,0.818928
16_SARS2-Spike TRIMER open,5_SARS2-Nsp-16,0.837584
16_SARS2-Spike TRIMER closed,5_SARS2-Nsp-16,0.808288
15_SARS2-Spike TRIMER open,5_SARS2-Nsp-16,0.841995
15_SARS2-Spike TRIMER closed,5_SARS2-Nsp-16,0.806325
14_SARS2-Spike TRIMER open,5_SARS2-Nsp-16,0.837191
14_SARS2-Spike TRIMER closed,5_SARS2-Nsp-16,0.823547
13_SARS2-Spike TRIMER closed,5_SARS2-Nsp-16,0.813793
12_SARS-Nsp-5 (Mpro),5_SARS2-Nsp-16,0.806661
11_SARS2-Spike TRIMER open,5_SARS2-Nsp-16,0.831979
1_SARS2-Spike TRIMER open,5_SARS2-Nsp-16,0.822585
1_SARS-Spike S1 RBD,5_SARS2-Nsp-16,0.848397
1_SARS-Nucleocapsid,5_SARS2-Nsp-16,0.81672
1_SARS-Nsp-8,5_SARS2-Nsp-16,0.830112
1_SARS-Nsp-5 (Mpro),5_SARS2-Nsp-16,0.816826
1_SARS-Nsp-10,5_SARS2-Nsp-16,0.819291
1_MERS-Spike S2 HR,5_SARS2-Nsp-16,0.838603
1_MERS-Nucleocapsid,5_SARS2-Nsp-16,0.822608
9_SARS2-Spike TRIMER open,5_SARS2-Nsp-2,0.815358
9_SARS-Nsp-5 (Mpro),5_SARS2-Nsp-2,0.804923
9_SARS-Nsp-3 (Papain like),5_SARS2-Nsp-2,0.808163
8_SARS-Nsp-3 (Papain like),5_SARS2-Nsp-2,0.801896
6_SARS2-Spike TRIMER closed,5_SARS2-Nsp-2,0.801909
6_SARS2-Spike S1 RBD,5_SARS2-Nsp-2,0.810096
5_SARS2-Nsp-16,5_SARS2-Nsp-2,0.80077
5_SARS2-Nsp-13 (Helicase),5_SARS2-Nsp-2,0.813662
5_SARS2-Nsp-12,5_SARS2-Nsp-2,0.802161
5_SARS-Nsp-16,5_SARS2-Nsp-2,0.803224
4_SARS2-Nsp-2,5_SARS2-Nsp-2,0.815885
4_SARS2-Nsp-15 (Uridylate-specific endoribonuclease),5_SARS2-Nsp-2,0.810964
4_SARS2-Nsp-13 (Helicase),5_SARS2-Nsp-2,0.808306
4_SARS-Spike NTD,5_SARS2-Nsp-2,0.800695
3_SARS2-Nsp-5 (Mpro),5_SARS2-Nsp-2,0.806259
3_SARS2-Nsp-2,5_SARS2-Nsp-2,0.803487
25_SARS2-Spike TRIMER closed,5_SARS2-Nsp-2,0.820316
2_SARS2-Spike NTD,5_SARS2-Nsp-2,0.801065
2_SARS2-Nsp-2,5_SARS2-Nsp-2,0.806705
2_SARS2-Nsp-16,5_SARS2-Nsp-2,0.813825
2_SARS2-Nsp-10,5_SARS2-Nsp-2,0.818042
2_SARS-Nsp-3 (Papain like),5_SARS2-Nsp-2,0.811613
2_MERS-Spike NTD,5_SARS2-Nsp-2,0.803009
18_SARS2-Spike TRIMER closed,5_SARS2-Nsp-2,0.803148
17_SARS2-Spike TRIMER closed,5_SARS2-Nsp-2,0.809789
16_SARS2-Spike TRIMER open,5_SARS2-Nsp-2,0.839091
15_SARS2-Spike TRIMER closed,5_SARS2-Nsp-2,0.815596
13_SARS2-Spike TRIMER open,5_SARS2-Nsp-2,0.804625
12_SARS-Nsp-5 (Mpro),5_SARS2-Nsp-2,0.805197
11_SARS-Nsp-5 (Mpro),5_SARS2-Nsp-2,0.805619
1_SARS2-Spike S1 RBD,5_SARS2-Nsp-2,0.808298
1_SARS2-Spike NTD,5_SARS2-Nsp-2,0.818966
1_SARS2-ORF9b,5_SARS2-Nsp-2,0.80599
1_SARS2-Nsp-8,5_SARS2-Nsp-2,0.822206
1_SARS-Spike S1 RBD,5_SARS2-Nsp-2,0.807273
1_SARS-Nucleocapsid,5_SARS2-Nsp-2,0.823563
1_SARS-Nsp-10,5_SARS2-Nsp-2,0.837227
9_SARS2-Spike TRIMER open,5_SARS2-Nsp-3 (Papain like protease),0.814589
9_SARS2-Nsp-13 (Helicase),5_SARS2-Nsp-3 (Papain like protease),0.80983
9_SARS-Nsp-5 (Mpro),5_SARS2-Nsp-3 (Papain like protease),0.806469
9_SARS-Nsp-3 (Papain like),5_SARS2-Nsp-3 (Papain like protease),0.814237
8_SARS2-Spike TRIMER open,5_SARS2-Nsp-3 (Papain like protease),0.824192
8_SARS2-Nsp-16,5_SARS2-Nsp-3 (Papain like protease),0.804517
7_SARS2-Spike S1 RBD,5_SARS2-Nsp-3 (Papain like protease),0.833317
7_SARS2-Nsp-13 (Helicase),5_SARS2-Nsp-3 (Papain like protease),0.84117
7_SARS-Spike S1 RBD,5_SARS2-Nsp-3 (Papain like protease),0.817898
7_SARS-Nsp-5 (Mpro),5_SARS2-Nsp-3 (Papain like protease),0.824664
7_SARS-Nsp-3 (Papain like),5_SARS2-Nsp-3 (Papain like protease),0.821023
7_SARS-Nsp-3,5_SARS2-Nsp-3 (Papain like protease),0.816294
6_SARS2-Spike S1 RBD,5_SARS2-Nsp-3 (Papain like protease),0.804089
6_SARS2-Nsp-16,5_SARS2-Nsp-3 (Papain like protease),0.814193
6_SARS2-Nsp-13 (Helicase),5_SARS2-Nsp-3 (Papain like protease),0.826504
6_SARS2-Nsp-12,5_SARS2-Nsp-3 (Papain like protease),0.828483
6_SARS-Spike S1 RBD,5_SARS2-Nsp-3 (Papain like protease),0.819633
6_SARS-Nsp-5 (Mpro),5_SARS2-Nsp-3 (Papain like protease),0.839597
6_SARS-Nsp-3 (Papain like),5_SARS2-Nsp-3 (Papain like protease),0.826353
5_SARS2-Spike S1 RBD,5_SARS2-Nsp-3 (Papain like protease),0.8009
5_SARS2-Nsp-5 (Mpro),5_SARS2-Nsp-3 (Papain like protease),0.803416
5_SARS2-Nsp-16,5_SARS2-Nsp-3 (Papain like protease),0.824794
5_SARS-Spike S1 RBD,5_SARS2-Nsp-3 (Papain like protease),0.829049
5_SARS-Nsp-16,5_SARS2-Nsp-3 (Papain like protease),0.81453
4_SARS2-Spike TRIMER open,5_SARS2-Nsp-3 (Papain like protease),0.821452
4_SARS2-Nsp-9,5_SARS2-Nsp-3 (Papain like protease),0.820356
4_SARS2-Nsp-16,5_SARS2-Nsp-3 (Papain like protease),0.858825
4_SARS2-Nsp-12,5_SARS2-Nsp-3 (Papain like protease),0.802608
4_SARS-Spike NTD,5_SARS2-Nsp-3 (Papain like protease),0.805957
4_SARS-Nsp-5 (Mpro),5_SARS2-Nsp-3 (Papain like protease),0.827348
4_SARS-Nsp-3 (Papain like),5_SARS2-Nsp-3 (Papain like protease),0.807278
4_SARS-Nsp-16,5_SARS2-Nsp-3 (Papain like protease),0.870974
4_MERS-Spike NTD,5_SARS2-Nsp-3 (Papain like protease),0.840314
3_SARS2-Spike S1 RBD,5_SARS2-Nsp-3 (Papain like protease),0.810434
3_SARS2-Spike NTD,5_SARS2-Nsp-3 (Papain like protease),0.818187
3_SARS2-Nucleocapsid,5_SARS2-Nsp-3 (Papain like protease),0.815525
3_SARS2-Nsp-3 (Papain-like protease),5_SARS2-Nsp-3 (Papain like protease),0.823446
3_SARS2-Nsp-2,5_SARS2-Nsp-3 (Papain like protease),0.80897
3_SARS2-Nsp-16,5_SARS2-Nsp-3 (Papain like protease),0.827518
3_SARS2-Nsp-15 (Uridylate-specific endoribonuclease),5_SARS2-Nsp-3 (Papain like protease),0.82269
3_SARS2-Nsp-14 (Proofreading exoribonuclease),5_SARS2-Nsp-3 (Papain like protease),0.833329
3_SARS2-Nsp-12,5_SARS2-Nsp-3 (Papain like protease),0.804392
3_SARS-Spike S1 RBD,5_SARS2-Nsp-3 (Papain like protease),0.836708
3_SARS-Spike NTD,5_SARS2-Nsp-3 (Papain like protease),0.818055
3_SARS-Nsp-3 (Papain like),5_SARS2-Nsp-3 (Papain like protease),0.895364
3_MERS-Spike NTD,5_SARS2-Nsp-3 (Papain like protease),0.807613
3_MERS-Nsp-3 (Papain like),5_SARS2-Nsp-3 (Papain like protease),0.847347
25_SARS2-Spike TRIMER closed,5_SARS2-Nsp-3 (Papain like protease),0.803862
24_SARS2-Spike TRIMER closed,5_SARS2-Nsp-3 (Papain like protease),0.832115
22_SARS2-Spike TRIMER closed,5_SARS2-Nsp-3 (Papain like protease),0.818812
21_SARS2-Spike TRIMER closed,5_SARS2-Nsp-3 (Papain like protease),0.803739
20_SARS2-Spike TRIMER closed,5_SARS2-Nsp-3 (Papain like protease),0.827135
2_SARS2-Spike TRIMER open,5_SARS2-Nsp-3 (Papain like protease),0.805623
2_SARS2-Nsp-3,5_SARS2-Nsp-3 (Papain like protease),0.817262
2_SARS2-Nsp-16,5_SARS2-Nsp-3 (Papain like protease),0.811775
2_SARS2-Nsp-15 (Uridylate-specific endoribonuclease),5_SARS2-Nsp-3 (Papain like protease),0.811588
2_SARS2-Nsp-13 (Helicase),5_SARS2-Nsp-3 (Papain like protease),0.807815
2_SARS2-Nsp-12,5_SARS2-Nsp-3 (Papain like protease),0.808375
2_SARS2-Nsp-10,5_SARS2-Nsp-3 (Papain like protease),0.822753
2_SARS-Spike S1 RBD,5_SARS2-Nsp-3 (Papain like protease),0.825752
2_SARS-Spike NTD,5_SARS2-Nsp-3 (Papain like protease),0.819945
2_SARS-Nsp-3 (Papain like),5_SARS2-Nsp-3 (Papain like protease),0.831687
2_SARS-Nsp-16,5_SARS2-Nsp-3 (Papain like protease),0.81748
2_MERS-Spike RBD,5_SARS2-Nsp-3 (Papain like protease),0.851205
19_SARS2-Spike TRIMER closed,5_SARS2-Nsp-3 (Papain like protease),0.819157
18_SARS2-Spike TRIMER open,5_SARS2-Nsp-3 (Papain like protease),0.808065
18_SARS2-Spike TRIMER closed,5_SARS2-Nsp-3 (Papain like protease),0.808084
17_SARS2-Spike TRIMER open,5_SARS2-Nsp-3 (Papain like protease),0.825606
17_SARS2-Spike TRIMER closed,5_SARS2-Nsp-3 (Papain like protease),0.810237
15_SARS2-Spike TRIMER open,5_SARS2-Nsp-3 (Papain like protease),0.815663
14_SARS2-Spike TRIMER open,5_SARS2-Nsp-3 (Papain like protease),0.822626
14_SARS2-Spike TRIMER closed,5_SARS2-Nsp-3 (Papain like protease),0.820014
14_SARS2-Nsp-16,5_SARS2-Nsp-3 (Papain like protease),0.82422
14_SARS2-Nsp-12,5_SARS2-Nsp-3 (Papain like protease),0.833314
13_SARS2-Nsp-16,5_SARS2-Nsp-3 (Papain like protease),0.802892
12_SARS2-Nsp-12,5_SARS2-Nsp-3 (Papain like protease),0.841244
11_SARS2-Spike TRIMER open,5_SARS2-Nsp-3 (Papain like protease),0.804137
11_SARS2-Nsp-12,5_SARS2-Nsp-3 (Papain like protease),0.844284
10_SARS2-Nsp-16,5_SARS2-Nsp-3 (Papain like protease),0.834565
10_SARS2-Nsp-13 (Helicase),5_SARS2-Nsp-3 (Papain like protease),0.800084
10_SARS2-Nsp-12,5_SARS2-Nsp-3 (Papain like protease),0.83389
1_SARS2-Spike TRIMER open,5_SARS2-Nsp-3 (Papain like protease),0.832186
1_SARS2-Spike S1 RBD,5_SARS2-Nsp-3 (Papain like protease),0.816013
1_SARS2-ORF3a,5_SARS2-Nsp-3 (Papain like protease),0.811155
1_SARS2-Nsp-14 (Proofreading exoribonuclease),5_SARS2-Nsp-3 (Papain like protease),0.815554
1_SARS2-Nsp-12,5_SARS2-Nsp-3 (Papain like protease),0.84699
1_SARS-Spike S1 RBD,5_SARS2-Nsp-3 (Papain like protease),0.803936
1_SARS-Nsp-8,5_SARS2-Nsp-3 (Papain like protease),0.836693
1_SARS-Nsp-5 (Mpro),5_SARS2-Nsp-3 (Papain like protease),0.813512
1_MERS-Spike S2 HR,5_SARS2-Nsp-3 (Papain like protease),0.833899
1_MERS-Spike RBD,5_SARS2-Nsp-3 (Papain like protease),0.811926
1_MERS-Nucleocapsid,5_SARS2-Nsp-3 (Papain like protease),0.816524
9_SARS2-Spike TRIMER open,5_SARS2-Nsp-5 (Mpro),0.814477
9_SARS-Nsp-5 (Mpro),5_SARS2-Nsp-5 (Mpro),0.80861
9_SARS-Nsp-3 (Papain like),5_SARS2-Nsp-5 (Mpro),0.825651
8_SARS2-Spike TRIMER closed,5_SARS2-Nsp-5 (Mpro),0.80657
6_SARS-Nsp-5 (Mpro),5_SARS2-Nsp-5 (Mpro),0.801307
6_SARS-Nsp-3 (Papain like),5_SARS2-Nsp-5 (Mpro),0.801136
5_SARS2-Nsp-5 (Mpro),5_SARS2-Nsp-5 (Mpro),1
5_SARS-Nsp-16,5_SARS2-Nsp-5 (Mpro),0.819704
4_SARS2-Spike TRIMER open,5_SARS2-Nsp-5 (Mpro),0.806635
4_SARS-Spike NTD,5_SARS2-Nsp-5 (Mpro),0.808574
4_SARS-Nsp-16,5_SARS2-Nsp-5 (Mpro),0.811056
3_SARS2-Nsp-16,5_SARS2-Nsp-5 (Mpro),0.802384
3_SARS2-Nsp-12,5_SARS2-Nsp-5 (Mpro),0.808005
3_SARS-Spike S1 RBD,5_SARS2-Nsp-5 (Mpro),0.817372
3_SARS-Nsp-3 (Papain like),5_SARS2-Nsp-5 (Mpro),0.806194
25_SARS2-Spike TRIMER closed,5_SARS2-Nsp-5 (Mpro),0.817034
22_SARS2-Spike TRIMER closed,5_SARS2-Nsp-5 (Mpro),0.813802
2_SARS2-Nsp-16,5_SARS2-Nsp-5 (Mpro),0.802101
2_SARS2-Nsp-15 (Uridylate-specific endoribonuclease),5_SARS2-Nsp-5 (Mpro),0.80635
2_SARS2-Nsp-10,5_SARS2-Nsp-5 (Mpro),0.805549
2_SARS-Nsp-3 (Papain like),5_SARS2-Nsp-5 (Mpro),0.83849
2_SARS-Nsp-3,5_SARS2-Nsp-5 (Mpro),0.812624
2_SARS-Nsp-16,5_SARS2-Nsp-5 (Mpro),0.808699
2_MERS-Nucleocapsid,5_SARS2-Nsp-5 (Mpro),0.810683
2_MERS-Nsp-3 (Papain like),5_SARS2-Nsp-5 (Mpro),0.806503
19_SARS2-Spike TRIMER closed,5_SARS2-Nsp-5 (Mpro),0.806331
18_SARS2-Spike TRIMER open,5_SARS2-Nsp-5 (Mpro),0.814222
18_SARS2-Spike TRIMER closed,5_SARS2-Nsp-5 (Mpro),0.814179
17_SARS2-Spike TRIMER open,5_SARS2-Nsp-5 (Mpro),0.800463
16_SARS2-Spike TRIMER open,5_SARS2-Nsp-5 (Mpro),0.803571
14_SARS2-Spike TRIMER closed,5_SARS2-Nsp-5 (Mpro),0.811753
14_SARS2-Nsp-12,5_SARS2-Nsp-5 (Mpro),0.811131
12_SARS2-Nsp-12,5_SARS2-Nsp-5 (Mpro),0.803966
11_SARS2-Spike TRIMER open,5_SARS2-Nsp-5 (Mpro),0.804443
11_SARS2-Nsp-12,5_SARS2-Nsp-5 (Mpro),0.809906
10_SARS2-Spike TRIMER open,5_SARS2-Nsp-5 (Mpro),0.818564
10_SARS2-Nsp-12,5_SARS2-Nsp-5 (Mpro),0.801217
1_SARS2-Spike TRIMER open,5_SARS2-Nsp-5 (Mpro),0.801343
1_SARS-Nucleocapsid,5_SARS2-Nsp-5 (Mpro),0.80126
1_MERS-Spike S2 HR,5_SARS2-Nsp-5 (Mpro),0.830223
